CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50069475,FRESH SMOOTHIES,BRONX,2450,CRESTON AVE,10468,3479188825,Sandwiches/Salads/Mixed Buffet,11/1/2017,Violations were cited in the following area(s).,05C,Food contact surface improperly constructed or located. Unacceptable material used.,Critical,28,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50046009,NEW NO.8 CHINESE RESTAURANT,BRONX,176,W FORDHAM RD,10468,7187419998,Chinese,3/6/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,17,B,3/6/2016,4/2/2019,Pre-permit (Operational) / Re-inspection
41166704,MAESTRO CATERERS,BRONX,1703,BRONXDALE AVENUE,10462,7187928844,American,5/25/2017,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,23,,,4/2/2019,Cycle Inspection / Initial Inspection
41581902,YAMADA JAPANESE RESTAURANT,BRONX,3811,EAST TREMONT AVENUE,10465,7184093528,Japanese,9/6/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/6/2018,4/2/2019,Cycle Inspection / Re-inspection
40699339,NICK GARDEN COFFEE SHOP,BRONX,2953,WEBSTER AVENUE,10458,7183652277,CafÃƒÂ©/Coffee/Tea,9/14/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,31,,,4/2/2019,Cycle Inspection / Initial Inspection
50007604,WONDERFUL RESTAURANT,BRONX,518,E 240TH ST,10470,7183252800,Chinese,5/24/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,4/2/2019,Cycle Inspection / Initial Inspection
50005498,KENNEDY FRIED CHICKEN,BRONX,13,E MOUNT EDEN AVE,10452,3478499291,Chicken,8/25/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,B,8/25/2015,4/2/2019,Cycle Inspection / Re-inspection
50002803,EL NUEVO TENAMPA RESTAURANT,BRONX,2765,WEBSTER AVE,10458,7182200600,Mexican,3/27/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,44,,,4/2/2019,Cycle Inspection / Initial Inspection
41690772,GREAT WALL,BRONX,594,GRAND CONCOURSE,10451,7189935420,Chinese,3/25/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
50003104,BEDFORD PIZZA CAFE,BRONX,380,BEDFORD PARK BLVD,10458,9178010770,Pizza/Italian,12/28/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
40560823,LENA RESTAURANT,BRONX,206,EAST  198 STREET,10458,7182955330,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/11/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,B,7/11/2018,4/2/2019,Cycle Inspection / Re-inspection
50074686,AMORE JUICE BAR,BRONX,106,E 165TH ST,10452,9172597091,"Juice, Smoothies, Fruit Salads",12/26/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5,A,12/26/2018,4/2/2019,Cycle Inspection / Re-inspection
50047823,TIEN LUNG CHINESE RESTAURANT,BRONX,3966,WHITE PLAINS RD,10466,3478190697,Chinese,8/3/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,B,8/3/2016,4/2/2019,Pre-permit (Operational) / Re-inspection
50086375,KENNEDY CHICKEN BURGER & ICE CREAM,BRONX,3496,JEROME AVE,10467,7182004858,Chicken,3/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,3/5/2019,4/2/2019,Pre-permit (Operational) / Re-inspection
41431239,QUE SABROSURA RESTAURANT,BRONX,48,EAST  183 STREET,10453,7183652200,Spanish,2/8/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,51,C,2/8/2017,4/2/2019,Cycle Inspection / Re-inspection
41629885,LAMMY'S,BRONX,987,EAST  233 STREET,10466,3476027077,Caribbean,2/7/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2/7/2017,4/2/2019,Cycle Inspection / Re-inspection
50063608,TORTOISE & HARE,BRONX,6115,BROADWAY,10471,3478437868,American,10/16/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50041471,KENNEDY FRIED CHICKEN,BRONX,211,E 198TH ST,10458,3472714114,Chicken,10/13/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,18,B,10/13/2018,4/2/2019,Cycle Inspection / Re-inspection
41315492,LIN'S GOLDEN WHEEL CHINESE RESTAURANT,BRONX,2108,GRAND CONCOURSE,10457,7189336533,Chinese,1/28/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,,,4/2/2019,Cycle Inspection / Initial Inspection
50000228,ENZO'S RESTAURANT,BRONX,1998,WILLIAMSBRIDGE ROAD,10461,7184093828,Italian,3/20/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,,,4/2/2019,Cycle Inspection / Initial Inspection
50011323,KENNEDY FRIED CHICKEN,BRONX,162,E 174TH ST,10457,7187539062,Chicken,10/16/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,10/16/2018,4/2/2019,Cycle Inspection / Initial Inspection
50079485,CARIDAD SEAFOOD RESTAURANT,BRONX,410,E TREMONT AVE,10457,7185836462,Spanish,8/2/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,78,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
40655946,SAM'S RESTAURANT,BRONX,596,GRAND CONCOURSE,10451,7186655341,Soul Food,10/9/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,10/9/2018,4/2/2019,Cycle Inspection / Initial Inspection
40388016,WENDY'S,BRONX,2140,WESTCHESTER AVENUE,10462,7184096174,Hamburgers,11/3/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,7,A,11/3/2016,4/2/2019,Cycle Inspection / Initial Inspection
40566706,LA PERLA MEXICANA,BRONX,281,East 149 street,10451,7185856425,Mexican,7/18/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,7,A,7/18/2017,4/2/2019,Cycle Inspection / Initial Inspection
50082952,JUN BO RESTAURANT,BRONX,3712,E TREMONT AVE,10465,7188231076,Chinese,12/6/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,12/6/2018,4/2/2019,Pre-permit (Operational) / Re-inspection
41236123,LA SALLE BAKERY,BRONX,3139,EAST TREMONT AVENUE,10461,7188234218,Bakery,9/14/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,69,,,4/2/2019,Cycle Inspection / Initial Inspection
40747940,BLUE DINER,BRONX,217,EAST  138 STREET,10451,7185857820,American,6/13/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,,4/2/2019,Cycle Inspection / Initial Inspection
50058238,WANG EASTERN OF ZHANG,BRONX,780,E 163RD ST,10456,7185850915,Chinese,10/24/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,4/2/2019,Cycle Inspection / Initial Inspection
50011723,NEW FRESCO TORTILLAS TOMMY'S KITCHEN,BRONX,1041,MORRIS PARK AVE,10461,7188928681,Chinese/Cuban,9/28/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,9/28/2016,4/2/2019,Cycle Inspection / Initial Inspection
41300979,HONEY'S THAI PAVILION,BRONX,3036,WESTCHESTER AVENUE,10461,3476571750,Thai,11/10/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,16,,,4/2/2019,Cycle Inspection / Initial Inspection
41658466,FISH N TING RESTAURANT,BRONX,4063,BOSTON ROAD,10466,7188816116,Caribbean,11/28/2018,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,27,,,4/2/2019,Cycle Inspection / Initial Inspection
50034283,CINCO DE MAYO,BRONX,837,WASHINGTON AVE,10451,7186769444,Mexican,3/10/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,3/10/2018,4/2/2019,Cycle Inspection / Re-inspection
50013405,WAH YONG KITCHEN,BRONX,112,W 168TH ST,10452,7189921110,Chinese,3/9/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,3/9/2017,4/2/2019,Cycle Inspection / Initial Inspection
50036406,TEXAS CHICKEN & BURGER,BRONX,2168,WESTCHESTER AVE,10462,9176349902,Chicken,7/5/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,61,,,4/2/2019,Cycle Inspection / Re-inspection
50065078,MADE IN PUERTO RICO,BRONX,3363,E TREMONT AVE,10461,7186841309,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/8/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,25,Z,1/8/2019,4/2/2019,Cycle Inspection / Re-inspection
50089433,KENNEDY FRIED CHICKEN,BRONX,733,WESTCHESTER AVE,10455,7185130933,Other,3/23/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,63,Not Yet Graded,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41406856,FRANCO'S,BRONX,295,EAST  149 STREET,10451,3475771466,Sandwiches/Salads/Mixed Buffet,6/16/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,,,4/2/2019,Cycle Inspection / Initial Inspection
50046656,SING WOK KITCHEN,BRONX,353,E 204TH ST,10467,7188828530,Chinese,2/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2/13/2019,4/2/2019,Cycle Inspection / Initial Inspection
40397574,DOMINICK'S BAR & RESTAURANT,BRONX,2335,ARTHUR AVENUE,10458,7187332807,Italian,3/14/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,,,4/2/2019,Cycle Inspection / Initial Inspection
41383251,CARIDAD RESTAURANT,BRONX,2230,GRAND CONCOURSE,10457,7183646545,Spanish,5/5/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,5/5/2016,4/2/2019,Cycle Inspection / Re-inspection
40572406,SHAMROCK INN,BRONX,1729,CROSBY AVENUE,10461,7188228889,Irish,7/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,,,4/2/2019,Cycle Inspection / Initial Inspection
41435037,SALIMAR,BRONX,357,EAST  138 STREET,10454,9179815492,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/23/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,4/23/2015,4/2/2019,Cycle Inspection / Initial Inspection
